license_no,restaurant_name,cuisine,area,emirate,inspection_count_2023_2026,violation_count_2023_2026,major_violation_count,repeat_offender_flag,closure_events,ever_closed_flag,dm_star_rating,last_inspection_date
DM-100276,Restaurant 276,Chinese,Deira,Dubai,10,11,4,0,1,1,3,24-10-2025
DM-100277,Restaurant 277,Persian,Business Bay,Dubai,3,6,4,0,0,0,4,23-03-2025
DM-100278,Restaurant 278,Japanese,Downtown,Dubai,5,9,5,1,0,0,4,15-12-2024
DM-100279,Restaurant 279,Korean,DIFC,Dubai,7,9,9,1,2,1,4,26-04-2024
DM-100280,Restaurant 280,Filipino,Al Barsha,Dubai,4,4,4,1,2,1,2,25-11-2025
DM-100281,Restaurant 281,Thai,Silicon Oasis,Dubai,9,13,4,1,1,1,3,23-07-2025
DM-100282,Restaurant 282,Mexican,Silicon Oasis,Dubai,1,14,11,0,0,0,3,21-05-2023
DM-100283,Restaurant 283,Arabic,Marina,Dubai,10,6,1,0,1,1,1,22-12-2023
DM-100284,Restaurant 284,Mexican,JLT,Dubai,10,0,0,1,0,0,1,27-09-2024
DM-100285,Restaurant 285,Korean,Marina,Dubai,7,11,1,1,2,1,3,03-06-2025
DM-100286,Restaurant 286,Thai,Bur Dubai,Dubai,12,8,5,0,0,0,1,03-03-2024
DM-100287,Restaurant 287,Korean,Al Barsha,Dubai,4,15,4,1,0,0,2,01-11-2025
DM-100288,Restaurant 288,Italian,DIFC,Dubai,11,13,9,0,0,0,1,06-03-2023
DM-100289,Restaurant 289,Persian,Jumeirah,Dubai,9,10,10,0,1,1,3,23-01-2024
DM-100290,Restaurant 290,Lebanese,Deira,Dubai,6,15,15,0,1,1,3,08-11-2024
DM-100291,Restaurant 291,Chinese,Bur Dubai,Dubai,8,8,8,0,0,0,5,08-04-2025
DM-100292,Restaurant 292,Turkish,Downtown,Dubai,7,3,0,0,1,1,2,16-01-2024
DM-100293,Restaurant 293,Lebanese,Downtown,Dubai,5,8,1,0,1,1,3,29-12-2024
DM-100294,Restaurant 294,American,Silicon Oasis,Dubai,2,0,0,0,0,0,1,09-09-2023
DM-100295,Restaurant 295,Italian,Al Barsha,Dubai,8,2,2,0,1,1,2,13-03-2025
DM-100296,Restaurant 296,Persian,DIFC,Dubai,12,13,0,0,0,0,2,07-04-2023
DM-100297,Restaurant 297,Turkish,Al Barsha,Dubai,3,12,8,0,1,1,4,23-04-2023
DM-100298,Restaurant 298,Lebanese,Downtown,Dubai,9,5,0,0,0,0,2,19-08-2025
DM-100299,Restaurant 299,Chinese,Business Bay,Dubai,5,1,0,0,1,1,1,22-01-2023
DM-100300,Restaurant 300,Persian,Business Bay,Dubai,3,4,0,0,0,0,5,11-11-2024
DM-100301,Restaurant 301,Arabic,JLT,Dubai,3,2,0,0,1,1,5,02-02-2025
DM-100302,Restaurant 302,Filipino,Business Bay,Dubai,8,15,2,1,2,1,4,15-06-2023
DM-100303,Restaurant 303,Japanese,Downtown,Dubai,7,13,8,1,2,1,4,01-06-2023
DM-100304,Restaurant 304,Mexican,Marina,Dubai,3,10,2,0,1,1,5,25-05-2023
DM-100305,Restaurant 305,Pakistani,Jumeirah,Dubai,1,3,0,0,1,1,5,09-12-2025
DM-100306,Restaurant 306,Chinese,DIFC,Dubai,5,12,9,1,2,1,4,15-10-2024
DM-100307,Restaurant 307,Lebanese,DIFC,Dubai,8,1,1,1,0,0,5,19-01-2025
DM-100308,Restaurant 308,Japanese,Silicon Oasis,Dubai,1,2,1,0,0,0,5,16-08-2023
DM-100309,Restaurant 309,Japanese,Al Barsha,Dubai,10,3,0,0,0,0,5,04-01-2025
DM-100310,Restaurant 310,Arabic,JLT,Dubai,3,15,15,0,1,1,3,08-05-2025
DM-100311,Restaurant 311,Arabic,Marina,Dubai,11,5,0,1,2,1,3,10-09-2025
DM-100312,Restaurant 312,American,Jumeirah,Dubai,7,15,6,1,2,1,5,25-02-2023
DM-100313,Restaurant 313,Lebanese,Downtown,Dubai,10,10,6,0,1,1,3,23-10-2023
DM-100314,Restaurant 314,American,Al Barsha,Dubai,7,9,3,0,1,1,4,08-03-2024
DM-100315,Restaurant 315,Chinese,Marina,Dubai,9,10,9,1,1,1,2,27-10-2023
DM-100316,Restaurant 316,Japanese,Marina,Dubai,3,5,4,0,1,1,5,23-08-2023
DM-100317,Restaurant 317,Mexican,Downtown,Dubai,8,11,9,0,0,0,5,25-05-2024
DM-100318,Restaurant 318,Lebanese,Bur Dubai,Dubai,9,12,4,1,0,0,3,14-11-2025
DM-100319,Restaurant 319,Filipino,JLT,Dubai,7,1,0,1,2,1,1,08-02-2024
DM-100320,Restaurant 320,Turkish,Jumeirah,Dubai,9,9,7,1,0,0,3,09-05-2025
DM-100321,Restaurant 321,Korean,JLT,Dubai,11,1,1,1,0,0,1,24-11-2023
DM-100322,Restaurant 322,Thai,Business Bay,Dubai,10,13,13,1,1,1,5,13-09-2025
DM-100323,Restaurant 323,Japanese,Marina,Dubai,11,0,0,0,0,0,1,16-07-2023
DM-100324,Restaurant 324,Mexican,DIFC,Dubai,4,9,1,0,0,0,1,12-03-2025
DM-100325,Restaurant 325,Lebanese,Jumeirah,Dubai,10,5,1,0,1,1,3,07-04-2024
DM-100326,Restaurant 326,Pakistani,Jumeirah,Dubai,4,4,4,1,1,1,3,09-07-2024
DM-100327,Restaurant 327,Filipino,Bur Dubai,Dubai,3,6,6,0,1,1,2,05-02-2023
DM-100328,Restaurant 328,Japanese,Silicon Oasis,Dubai,11,8,1,1,2,1,2,25-07-2024
DM-100329,Restaurant 329,Thai,DIFC,Dubai,12,6,5,0,0,0,2,07-01-2023
DM-100330,Restaurant 330,Italian,Jumeirah,Dubai,3,1,1,0,1,1,5,26-03-2024
DM-100331,Restaurant 331,Persian,Jumeirah,Dubai,8,7,4,1,2,1,4,22-01-2024
DM-100332,Restaurant 332,Indian,JLT,Dubai,8,9,3,1,1,1,5,08-08-2024
DM-100333,Restaurant 333,American,Al Barsha,Dubai,2,3,0,0,0,0,4,24-11-2025
DM-100334,Restaurant 334,Korean,Jumeirah,Dubai,12,8,8,1,0,0,4,04-02-2024
DM-100335,Restaurant 335,Thai,Jumeirah,Dubai,12,10,6,0,1,1,4,14-11-2025
DM-100336,Restaurant 336,Arabic,JLT,Dubai,7,4,0,1,2,1,2,17-09-2024
DM-100337,Restaurant 337,Turkish,Downtown,Dubai,9,6,3,1,0,0,4,29-06-2023
DM-100338,Restaurant 338,Indian,Silicon Oasis,Dubai,7,1,0,0,1,1,2,22-04-2024
DM-100339,Restaurant 339,Filipino,Bur Dubai,Dubai,10,6,4,1,1,1,1,11-02-2024
DM-100340,Restaurant 340,Filipino,Downtown,Dubai,2,4,4,0,0,0,1,04-02-2024
DM-100341,Restaurant 341,American,DIFC,Dubai,9,8,7,1,2,1,4,01-03-2023
DM-100342,Restaurant 342,Japanese,JLT,Dubai,4,6,4,0,0,0,4,10-03-2024
DM-100343,Restaurant 343,Korean,Deira,Dubai,3,15,2,0,0,0,4,19-07-2024
DM-100344,Restaurant 344,Korean,Business Bay,Dubai,7,2,2,1,2,1,3,12-09-2023
DM-100345,Restaurant 345,Korean,Downtown,Dubai,6,13,3,0,0,0,2,06-02-2023
DM-100346,Restaurant 346,French,Business Bay,Dubai,3,3,2,0,1,1,2,17-10-2024
DM-100347,Restaurant 347,Persian,Bur Dubai,Dubai,6,13,10,0,0,0,3,14-02-2025
DM-100348,Restaurant 348,Italian,Deira,Dubai,3,9,2,0,1,1,1,14-12-2025
DM-100349,Restaurant 349,Filipino,DIFC,Dubai,8,4,4,1,0,0,5,29-05-2025
DM-100350,Restaurant 350,Chinese,Marina,Dubai,2,14,14,0,0,0,2,03-01-2026
DM-100351,Restaurant 351,Italian,Jumeirah,Dubai,1,2,2,0,1,1,4,20-01-2025
DM-100352,Restaurant 352,Persian,Bur Dubai,Dubai,2,1,0,0,1,1,2,26-06-2023
DM-100353,Restaurant 353,French,Business Bay,Dubai,12,12,2,1,2,1,5,01-05-2024
DM-100354,Restaurant 354,Persian,Bur Dubai,Dubai,11,0,0,0,1,1,2,21-10-2023
DM-100355,Restaurant 355,Lebanese,DIFC,Dubai,11,5,0,0,0,0,5,05-08-2023
DM-100356,Restaurant 356,Chinese,Bur Dubai,Dubai,5,13,0,1,2,1,3,03-06-2023
DM-100357,Restaurant 357,Pakistani,Downtown,Dubai,1,8,6,0,1,1,3,10-03-2025
DM-100358,Restaurant 358,Mexican,Deira,Dubai,5,4,1,0,0,0,1,06-12-2025
DM-100359,Restaurant 359,Filipino,Downtown,Dubai,6,4,2,0,1,1,4,28-12-2025
DM-100360,Restaurant 360,Italian,Marina,Dubai,5,7,4,0,1,1,3,19-09-2024
DM-100361,Restaurant 361,Indian,JLT,Dubai,3,12,10,0,1,1,1,05-07-2025
DM-100362,Restaurant 362,Arabic,Business Bay,Dubai,9,6,1,1,1,1,5,16-01-2023
DM-100363,Restaurant 363,Chinese,Bur Dubai,Dubai,7,15,8,1,0,0,4,21-11-2025
DM-100364,Restaurant 364,Italian,Jumeirah,Dubai,10,0,0,1,1,1,2,25-11-2024
DM-100365,Restaurant 365,Chinese,Bur Dubai,Dubai,11,10,9,0,1,1,3,30-01-2024
DM-100366,Restaurant 366,Japanese,Al Barsha,Dubai,3,11,11,0,0,0,2,25-08-2025
DM-100367,Restaurant 367,French,Jumeirah,Dubai,11,13,5,1,1,1,4,05-08-2023
DM-100368,Restaurant 368,Indian,Silicon Oasis,Dubai,8,12,10,0,0,0,1,10-09-2025
DM-100369,Restaurant 369,Filipino,Al Barsha,Dubai,11,9,9,0,1,1,1,16-12-2023
DM-100370,Restaurant 370,Chinese,Business Bay,Dubai,9,4,0,0,1,1,1,10-07-2023
DM-100371,Restaurant 371,Japanese,JLT,Dubai,8,14,4,0,0,0,3,22-01-2026
DM-100372,Restaurant 372,Pakistani,Downtown,Dubai,7,3,2,0,0,0,1,01-03-2024
DM-100373,Restaurant 373,Chinese,Silicon Oasis,Dubai,2,3,2,0,1,1,1,05-05-2023
DM-100374,Restaurant 374,Filipino,Bur Dubai,Dubai,11,5,3,0,1,1,2,12-06-2024
DM-100375,Restaurant 375,Mexican,Jumeirah,Dubai,8,3,0,0,1,1,1,26-09-2024
DM-100376,Restaurant 376,Indian,Al Barsha,Dubai,4,7,7,1,2,1,4,30-10-2025
DM-100377,Restaurant 377,American,JLT,Dubai,3,13,9,0,1,1,1,23-04-2024
DM-100378,Restaurant 378,Chinese,JLT,Dubai,9,8,5,1,1,1,4,12-07-2024
DM-100379,Restaurant 379,Thai,Jumeirah,Dubai,3,10,10,0,0,0,4,17-02-2023
DM-100380,Restaurant 380,Japanese,Downtown,Dubai,10,0,0,1,2,1,2,29-07-2025
DM-100381,Restaurant 381,Lebanese,Silicon Oasis,Dubai,3,10,8,0,0,0,4,30-09-2023
DM-100382,Restaurant 382,Arabic,Downtown,Dubai,7,0,0,1,1,1,3,22-02-2024
DM-100383,Restaurant 383,Indian,Downtown,Dubai,3,12,9,0,0,0,5,25-07-2024
DM-100384,Restaurant 384,Filipino,Bur Dubai,Dubai,7,0,0,0,1,1,3,27-08-2024
DM-100385,Restaurant 385,Korean,Al Barsha,Dubai,8,2,1,1,0,0,1,15-02-2025
DM-100386,Restaurant 386,Persian,Al Barsha,Dubai,7,12,8,0,1,1,4,02-01-2023
DM-100387,Restaurant 387,Persian,Al Barsha,Dubai,11,4,3,1,2,1,4,02-06-2025
DM-100388,Restaurant 388,Mexican,Al Barsha,Dubai,12,11,4,1,1,1,5,07-05-2025
DM-100389,Restaurant 389,Korean,DIFC,Dubai,11,13,7,0,1,1,1,21-06-2025
DM-100390,Restaurant 390,Chinese,Bur Dubai,Dubai,11,12,0,0,1,1,2,24-11-2024
DM-100391,Restaurant 391,Pakistani,Jumeirah,Dubai,8,1,0,0,0,0,2,02-01-2024
DM-100392,Restaurant 392,Arabic,Silicon Oasis,Dubai,11,5,2,1,2,1,4,23-03-2025
DM-100393,Restaurant 393,French,Business Bay,Dubai,9,5,0,0,0,0,4,28-08-2023
DM-100394,Restaurant 394,French,Business Bay,Dubai,12,1,1,1,1,1,4,10-11-2024
DM-100395,Restaurant 395,Thai,Downtown,Dubai,2,7,7,0,0,0,3,25-09-2024
DM-100396,Restaurant 396,American,Marina,Dubai,7,1,0,0,1,1,1,25-01-2025
DM-100397,Restaurant 397,Arabic,Business Bay,Dubai,5,1,0,0,0,0,1,13-12-2023
DM-100398,Restaurant 398,French,Bur Dubai,Dubai,10,4,0,0,0,0,5,07-06-2023
DM-100399,Restaurant 399,Lebanese,Bur Dubai,Dubai,10,15,13,0,0,0,1,14-06-2023
DM-100400,Restaurant 400,Indian,Downtown,Dubai,12,3,1,1,2,1,2,01-02-2025
DM-100401,Restaurant 401,Lebanese,Al Barsha,Dubai,9,1,0,0,0,0,5,13-07-2023
DM-100402,Restaurant 402,Lebanese,Al Barsha,Dubai,6,12,4,1,2,1,5,10-05-2024
DM-100403,Restaurant 403,Turkish,Bur Dubai,Dubai,3,9,5,0,1,1,3,01-11-2025
DM-100404,Restaurant 404,Japanese,Deira,Dubai,1,8,3,0,0,0,2,08-10-2023
DM-100405,Restaurant 405,Pakistani,Bur Dubai,Dubai,8,8,4,1,2,1,2,12-10-2023
DM-100406,Restaurant 406,Korean,Deira,Dubai,3,6,5,0,1,1,3,14-07-2023
DM-100407,Restaurant 407,American,Downtown,Dubai,3,6,5,0,1,1,3,26-08-2023
DM-100408,Restaurant 408,Turkish,Marina,Dubai,6,12,8,1,0,0,3,31-12-2024
DM-100409,Restaurant 409,Arabic,JLT,Dubai,4,8,2,1,0,0,4,20-06-2024
DM-100410,Restaurant 410,Arabic,Business Bay,Dubai,12,0,0,0,1,1,4,09-04-2024
DM-100411,Restaurant 411,Persian,Jumeirah,Dubai,5,5,3,1,2,1,1,13-02-2024
DM-100412,Restaurant 412,Korean,DIFC,Dubai,10,1,1,0,1,1,3,11-01-2023
DM-100413,Restaurant 413,Arabic,DIFC,Dubai,3,12,3,0,1,1,2,28-01-2026
DM-100414,Restaurant 414,Korean,Marina,Dubai,1,14,9,0,0,0,4,16-11-2024
DM-100415,Restaurant 415,Korean,JLT,Dubai,6,11,2,0,0,0,4,09-09-2025
DM-100416,Restaurant 416,Korean,Marina,Dubai,12,6,4,1,2,1,1,09-10-2025
DM-100417,Restaurant 417,Italian,Al Barsha,Dubai,3,12,7,0,0,0,4,15-03-2024
DM-100418,Restaurant 418,Chinese,Bur Dubai,Dubai,12,5,0,0,0,0,3,12-11-2023
DM-100419,Restaurant 419,Chinese,Jumeirah,Dubai,7,10,8,1,2,1,4,19-05-2025
DM-100420,Restaurant 420,French,Downtown,Dubai,2,10,4,0,1,1,5,01-06-2024
DM-100421,Restaurant 421,Lebanese,Business Bay,Dubai,7,6,3,0,1,1,5,11-07-2024
DM-100422,Restaurant 422,Lebanese,Al Barsha,Dubai,12,2,1,0,0,0,4,22-02-2023
DM-100423,Restaurant 423,Arabic,Downtown,Dubai,11,15,14,1,2,1,3,12-02-2026
DM-100424,Restaurant 424,Lebanese,Downtown,Dubai,10,11,3,0,0,0,5,22-09-2024
DM-100425,Restaurant 425,Italian,Bur Dubai,Dubai,4,14,10,0,0,0,5,21-09-2023
DM-100426,Restaurant 426,Mexican,Downtown,Dubai,6,15,8,1,2,1,2,03-10-2025
DM-100427,Restaurant 427,Japanese,Silicon Oasis,Dubai,12,8,6,0,0,0,3,31-12-2025
DM-100428,Restaurant 428,Persian,DIFC,Dubai,2,4,1,0,1,1,2,11-05-2023
DM-100429,Restaurant 429,Mexican,JLT,Dubai,4,15,2,0,0,0,4,08-12-2025
DM-100430,Restaurant 430,Arabic,Jumeirah,Dubai,11,8,1,1,2,1,2,11-09-2024
DM-100431,Restaurant 431,Japanese,Jumeirah,Dubai,8,3,0,1,0,0,3,14-08-2023
DM-100432,Restaurant 432,Chinese,Business Bay,Dubai,10,15,12,1,0,0,1,08-04-2025
DM-100433,Restaurant 433,Persian,Marina,Dubai,2,15,13,0,1,1,3,06-10-2025
DM-100434,Restaurant 434,Mexican,Al Barsha,Dubai,3,13,10,0,1,1,2,29-01-2024
DM-100435,Restaurant 435,Chinese,Bur Dubai,Dubai,3,11,4,0,1,1,3,10-07-2025
DM-100436,Restaurant 436,Japanese,Marina,Dubai,3,10,3,0,1,1,2,15-10-2025
DM-100437,Restaurant 437,Pakistani,Bur Dubai,Dubai,9,5,0,1,2,1,3,09-10-2024
DM-100438,Restaurant 438,Pakistani,Business Bay,Dubai,6,10,5,0,0,0,4,26-09-2024
DM-100439,Restaurant 439,Japanese,Deira,Dubai,4,5,4,1,2,1,2,22-11-2023
DM-100440,Restaurant 440,French,Marina,Dubai,2,1,1,0,1,1,1,02-07-2023
DM-100441,Restaurant 441,Italian,Downtown,Dubai,8,3,1,0,0,0,1,03-09-2023
DM-100442,Restaurant 442,Korean,Al Barsha,Dubai,10,3,1,0,1,1,1,10-09-2024
DM-100443,Restaurant 443,Korean,Al Barsha,Dubai,3,10,10,0,1,1,3,24-12-2023
DM-100444,Restaurant 444,Persian,Al Barsha,Dubai,5,6,5,0,0,0,1,01-12-2025
DM-100445,Restaurant 445,Korean,JLT,Dubai,11,10,8,1,2,1,1,19-05-2025
DM-100446,Restaurant 446,Thai,Business Bay,Dubai,8,5,3,0,0,0,3,08-04-2024
DM-100447,Restaurant 447,Mexican,Marina,Dubai,2,13,1,0,0,0,4,08-01-2025
DM-100448,Restaurant 448,Thai,Marina,Dubai,2,6,1,0,1,1,2,25-01-2026
DM-100449,Restaurant 449,Japanese,Downtown,Dubai,6,9,0,1,2,1,3,05-01-2024
DM-100450,Restaurant 450,Chinese,Marina,Dubai,9,5,0,0,1,1,4,10-04-2023
DM-100451,Restaurant 451,French,Silicon Oasis,Dubai,9,10,3,1,1,1,3,08-11-2024
DM-100452,Restaurant 452,French,Jumeirah,Dubai,9,0,0,0,1,1,2,24-02-2026
DM-100453,Restaurant 453,Korean,Deira,Dubai,3,10,4,0,0,0,1,01-02-2024
DM-100454,Restaurant 454,Thai,Bur Dubai,Dubai,11,11,6,0,0,0,2,21-12-2025
DM-100455,Restaurant 455,Turkish,JLT,Dubai,7,7,0,0,1,1,1,02-07-2025
DM-100456,Restaurant 456,Lebanese,Deira,Dubai,7,4,2,0,0,0,1,28-07-2024
DM-100457,Restaurant 457,Mexican,Business Bay,Dubai,8,15,10,1,2,1,4,29-06-2024
DM-100458,Restaurant 458,American,Business Bay,Dubai,8,12,12,1,1,1,3,28-07-2024
DM-100459,Restaurant 459,Mexican,Deira,Dubai,4,13,11,1,1,1,4,23-09-2023
DM-100460,Restaurant 460,Mexican,Jumeirah,Dubai,8,6,0,0,0,0,5,08-07-2024
DM-100461,Restaurant 461,American,Silicon Oasis,Dubai,3,3,3,0,0,0,4,23-05-2024
DM-100462,Restaurant 462,Italian,Jumeirah,Dubai,2,1,0,0,0,0,5,13-07-2023
DM-100463,Restaurant 463,Mexican,DIFC,Dubai,3,6,5,0,0,0,5,05-01-2025
DM-100464,Restaurant 464,Japanese,Bur Dubai,Dubai,2,4,2,0,1,1,4,05-12-2025
DM-100465,Restaurant 465,Filipino,DIFC,Dubai,4,3,1,1,2,1,3,06-05-2025
DM-100466,Restaurant 466,Korean,Bur Dubai,Dubai,12,8,4,0,0,0,2,26-10-2024
DM-100467,Restaurant 467,Pakistani,Downtown,Dubai,12,2,1,1,2,1,1,24-01-2023
DM-100468,Restaurant 468,Arabic,Marina,Dubai,6,13,9,1,0,0,3,11-09-2023
DM-100469,Restaurant 469,Japanese,Bur Dubai,Dubai,8,12,11,1,1,1,2,01-05-2023
DM-100470,Restaurant 470,Japanese,JLT,Dubai,3,8,7,0,0,0,5,13-01-2023
DM-100471,Restaurant 471,Thai,DIFC,Dubai,11,10,10,0,0,0,5,19-07-2025
DM-100472,Restaurant 472,Korean,Bur Dubai,Dubai,7,0,0,1,1,1,3,18-02-2023
DM-100473,Restaurant 473,Thai,Downtown,Dubai,2,10,4,0,0,0,3,15-11-2023
DM-100474,Restaurant 474,French,Downtown,Dubai,1,13,12,0,1,1,2,24-02-2023
DM-100475,Restaurant 475,Chinese,Jumeirah,Dubai,10,14,13,0,0,0,4,30-12-2025
DM-100476,Restaurant 476,Persian,Jumeirah,Dubai,7,11,9,1,0,0,5,12-12-2023
DM-100477,Restaurant 477,Korean,Bur Dubai,Dubai,2,6,3,0,0,0,1,28-01-2024
DM-100478,Restaurant 478,Arabic,Al Barsha,Dubai,6,8,7,1,1,1,5,29-11-2025
DM-100479,Restaurant 479,Lebanese,Deira,Dubai,5,15,0,1,1,1,2,04-12-2025
DM-100480,Restaurant 480,Korean,DIFC,Dubai,12,6,4,1,2,1,3,15-12-2024
DM-100481,Restaurant 481,Chinese,Jumeirah,Dubai,3,3,2,0,1,1,2,13-02-2025
DM-100482,Restaurant 482,Pakistani,Business Bay,Dubai,5,2,0,0,1,1,1,10-03-2025
DM-100483,Restaurant 483,Italian,Bur Dubai,Dubai,2,2,0,0,0,0,5,25-10-2024
DM-100484,Restaurant 484,Lebanese,Downtown,Dubai,9,1,1,0,0,0,2,16-06-2024
DM-100485,Restaurant 485,Filipino,Silicon Oasis,Dubai,1,0,0,0,1,1,1,21-01-2024
DM-100486,Restaurant 486,Pakistani,Downtown,Dubai,11,2,0,0,1,1,5,02-02-2025
DM-100487,Restaurant 487,Korean,Silicon Oasis,Dubai,1,7,4,0,1,1,3,25-01-2023
DM-100488,Restaurant 488,Turkish,Al Barsha,Dubai,6,11,1,0,1,1,3,07-09-2024
DM-100489,Restaurant 489,Turkish,Jumeirah,Dubai,6,12,0,0,0,0,5,03-06-2025
DM-100490,Restaurant 490,Filipino,Al Barsha,Dubai,10,5,5,1,1,1,1,19-07-2025
DM-100491,Restaurant 491,American,Bur Dubai,Dubai,11,4,3,0,0,0,1,24-02-2025
DM-100492,Restaurant 492,Turkish,Jumeirah,Dubai,12,1,1,0,0,0,1,10-04-2025
DM-100493,Restaurant 493,Korean,Business Bay,Dubai,3,10,10,0,1,1,1,10-05-2025
DM-100494,Restaurant 494,American,Marina,Dubai,9,1,1,1,2,1,2,05-10-2025
DM-100495,Restaurant 495,American,Deira,Dubai,4,6,1,1,1,1,2,15-03-2023
DM-100496,Restaurant 496,Filipino,Bur Dubai,Dubai,5,4,1,1,1,1,3,30-04-2025
DM-100497,Restaurant 497,Chinese,Deira,Dubai,7,12,12,0,1,1,2,30-03-2024
DM-100498,Restaurant 498,Italian,Al Barsha,Dubai,3,11,0,0,1,1,5,10-12-2025
DM-100499,Restaurant 499,Filipino,Marina,Dubai,9,2,2,1,1,1,2,16-08-2023
DM-100500,Restaurant 500,Pakistani,Jumeirah,Dubai,5,4,4,0,1,1,1,17-12-2025
DM-100501,Restaurant 501,Turkish,Jumeirah,Dubai,9,11,2,1,1,1,1,02-04-2023
DM-100502,Restaurant 502,American,Marina,Dubai,12,8,6,1,2,1,5,03-05-2023
DM-100503,Restaurant 503,Thai,Marina,Dubai,10,3,2,1,0,0,3,04-10-2025
DM-100504,Restaurant 504,Japanese,Business Bay,Dubai,1,11,4,0,1,1,1,03-02-2024
DM-100505,Restaurant 505,Mexican,JLT,Dubai,4,12,1,0,0,0,2,31-12-2025
DM-100506,Restaurant 506,Chinese,Jumeirah,Dubai,6,1,1,1,0,0,5,13-08-2023
DM-100507,Restaurant 507,Chinese,Marina,Dubai,9,3,3,1,2,1,1,06-02-2026
DM-100508,Restaurant 508,Japanese,Jumeirah,Dubai,3,9,2,0,0,0,3,22-09-2025
DM-100509,Restaurant 509,Mexican,Business Bay,Dubai,4,6,2,0,0,0,4,23-05-2025
DM-100510,Restaurant 510,Chinese,JLT,Dubai,2,11,8,0,0,0,4,23-09-2023
DM-100511,Restaurant 511,Indian,Downtown,Dubai,7,9,7,1,1,1,5,16-10-2023
DM-100512,Restaurant 512,Chinese,Deira,Dubai,7,5,0,0,1,1,5,20-08-2023
DM-100513,Restaurant 513,Korean,Al Barsha,Dubai,4,13,10,1,2,1,1,27-08-2024
DM-100514,Restaurant 514,American,Deira,Dubai,10,11,3,0,1,1,4,17-05-2024
DM-100515,Restaurant 515,Pakistani,Bur Dubai,Dubai,2,11,7,0,0,0,3,12-11-2025
DM-100516,Restaurant 516,Filipino,Al Barsha,Dubai,3,5,5,0,0,0,3,14-02-2023
DM-100517,Restaurant 517,Japanese,Jumeirah,Dubai,2,7,1,0,1,1,5,24-02-2026
DM-100518,Restaurant 518,Mexican,Bur Dubai,Dubai,12,15,9,1,2,1,5,17-11-2024
DM-100519,Restaurant 519,Mexican,DIFC,Dubai,2,12,4,0,0,0,1,15-11-2025
DM-100520,Restaurant 520,Lebanese,JLT,Dubai,4,14,12,1,1,1,1,18-09-2023
DM-100521,Restaurant 521,Arabic,Bur Dubai,Dubai,8,14,0,1,1,1,3,04-12-2024
DM-100522,Restaurant 522,Lebanese,JLT,Dubai,11,11,11,0,1,1,3,07-02-2025
DM-100523,Restaurant 523,Filipino,Deira,Dubai,7,0,0,1,1,1,5,05-10-2024
DM-100524,Restaurant 524,Arabic,Al Barsha,Dubai,3,1,1,0,0,0,2,08-02-2024
DM-100525,Restaurant 525,Thai,JLT,Dubai,4,10,10,0,0,0,4,10-08-2024
DM-100526,Restaurant 526,Arabic,Bur Dubai,Dubai,8,6,1,1,2,1,4,16-07-2025
DM-100527,Restaurant 527,Arabic,Jumeirah,Dubai,1,1,0,0,0,0,5,27-01-2025
DM-100528,Restaurant 528,Thai,Deira,Dubai,11,8,4,0,0,0,4,06-02-2025
DM-100529,Restaurant 529,Lebanese,Silicon Oasis,Dubai,6,1,0,1,2,1,5,24-09-2023
DM-100530,Restaurant 530,Lebanese,Marina,Dubai,4,1,0,0,0,0,1,07-06-2025
DM-100531,Restaurant 531,French,Downtown,Dubai,7,6,1,0,1,1,5,05-09-2024
DM-100532,Restaurant 532,American,Business Bay,Dubai,11,1,1,1,2,1,5,21-05-2024
DM-100533,Restaurant 533,Mexican,Al Barsha,Dubai,5,10,9,1,2,1,1,07-06-2024
DM-100534,Restaurant 534,Lebanese,Silicon Oasis,Dubai,5,9,5,1,1,1,1,06-06-2023
DM-100535,Restaurant 535,Lebanese,Al Barsha,Dubai,6,3,1,0,0,0,3,11-01-2023
DM-100536,Restaurant 536,Mexican,Deira,Dubai,1,3,0,0,1,1,4,20-10-2025
DM-100537,Restaurant 537,Lebanese,Marina,Dubai,5,12,9,1,1,1,2,04-07-2025
DM-100538,Restaurant 538,Mexican,Downtown,Dubai,5,9,1,1,0,0,5,30-11-2024
DM-100539,Restaurant 539,Lebanese,Bur Dubai,Dubai,3,8,5,0,1,1,4,24-07-2024
DM-100540,Restaurant 540,Turkish,Marina,Dubai,12,8,7,0,1,1,4,12-07-2023
DM-100541,Restaurant 541,Indian,Jumeirah,Dubai,9,10,5,0,1,1,3,27-04-2023
DM-100542,Restaurant 542,Italian,JLT,Dubai,3,1,1,0,1,1,4,15-10-2024
DM-100543,Restaurant 543,Mexican,Business Bay,Dubai,10,0,0,1,0,0,3,22-12-2023
DM-100544,Restaurant 544,Japanese,DIFC,Dubai,5,14,2,1,1,1,1,14-05-2024
DM-100545,Restaurant 545,Japanese,Marina,Dubai,2,14,12,0,0,0,4,14-02-2025
DM-100546,Restaurant 546,Persian,DIFC,Dubai,1,0,0,0,1,1,1,27-05-2024
DM-100547,Restaurant 547,Filipino,Jumeirah,Dubai,8,1,1,0,1,1,5,03-08-2023
DM-100548,Restaurant 548,Pakistani,Deira,Dubai,1,9,1,0,1,1,4,14-11-2024
DM-100549,Restaurant 549,French,DIFC,Dubai,6,1,0,1,1,1,2,24-06-2025
DM-100550,Restaurant 550,American,Deira,Dubai,11,6,5,1,1,1,1,22-08-2023
